result_id,module,analysis_population,stratum_variable,stratum_value,metric,category,numerator,denominator,unknown_count,percentage,value,unit,notes,source_table,framework
CHR00114,TRIAL_CHARACTERISTICS,VLU_ACTIVE_TREATMENT,Overall_Status,ALL,CATEGORY_COUNT,UNKNOWN,57,304,57,18.75,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00115,TRIAL_CHARACTERISTICS,VLU_ACTIVE_TREATMENT,Overall_Status,ALL,CATEGORY_COUNT,WITHDRAWN,12,304,57,3.947368,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00116,TRIAL_CHARACTERISTICS,VLU_ACTIVE_TREATMENT,Period,ALL,CATEGORY_COUNT,2008-2016,145,304,0,47.697368,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00117,TRIAL_CHARACTERISTICS,VLU_ACTIVE_TREATMENT,Period,ALL,CATEGORY_COUNT,2017-2018,34,304,0,11.184211,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00118,TRIAL_CHARACTERISTICS,VLU_ACTIVE_TREATMENT,Period,ALL,CATEGORY_COUNT,2019-2025,125,304,0,41.118421,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00119,TRIAL_CHARACTERISTICS,VLU_ACTIVE_TREATMENT,Adult_Relevant_Registry,ALL,CATEGORY_COUNT,YES,304,304,0,100.0,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00120,TRIAL_CHARACTERISTICS,PI_PREVENTION,Study_Type,ALL,CATEGORY_COUNT,INTERVENTIONAL,184,184,0,100.0,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00121,TRIAL_CHARACTERISTICS,PI_PREVENTION,Randomized,ALL,CATEGORY_COUNT,NO,64,184,0,34.782609,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00122,TRIAL_CHARACTERISTICS,PI_PREVENTION,Randomized,ALL,CATEGORY_COUNT,YES,120,184,0,65.217391,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00123,TRIAL_CHARACTERISTICS,PI_PREVENTION,Industry_Role,ALL,CATEGORY_COUNT,INDUSTRY_COLLABORATOR,10,184,0,5.434783,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00124,TRIAL_CHARACTERISTICS,PI_PREVENTION,Industry_Role,ALL,CATEGORY_COUNT,INDUSTRY_LEAD,10,184,0,5.434783,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00125,TRIAL_CHARACTERISTICS,PI_PREVENTION,Industry_Role,ALL,CATEGORY_COUNT,NO_RECORDED_INDUSTRY_ROLE,164,184,0,89.130435,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00126,TRIAL_CHARACTERISTICS,PI_PREVENTION,Device_Study,ALL,CATEGORY_COUNT,NO,108,184,0,58.695652,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00127,TRIAL_CHARACTERISTICS,PI_PREVENTION,Device_Study,ALL,CATEGORY_COUNT,YES,76,184,0,41.304348,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00128,TRIAL_CHARACTERISTICS,PI_PREVENTION,Country_Scope,ALL,CATEGORY_COUNT,MULTICOUNTRY,4,184,15,2.173913,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00129,TRIAL_CHARACTERISTICS,PI_PREVENTION,Country_Scope,ALL,CATEGORY_COUNT,SINGLE_COUNTRY,165,184,15,89.673913,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00130,TRIAL_CHARACTERISTICS,PI_PREVENTION,Country_Scope,ALL,CATEGORY_COUNT,UNKNOWN,15,184,15,8.152174,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00131,TRIAL_CHARACTERISTICS,PI_PREVENTION,US_Center,ALL,CATEGORY_COUNT,NO,114,184,15,61.956522,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00132,TRIAL_CHARACTERISTICS,PI_PREVENTION,US_Center,ALL,CATEGORY_COUNT,UNKNOWN,15,184,15,8.152174,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00133,TRIAL_CHARACTERISTICS,PI_PREVENTION,US_Center,ALL,CATEGORY_COUNT,YES,55,184,15,29.891304,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00134,TRIAL_CHARACTERISTICS,PI_PREVENTION,Registration_Timing,ALL,CATEGORY_COUNT,PROSPECTIVE_OR_SAME_DAY,104,184,0,56.521739,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00135,TRIAL_CHARACTERISTICS,PI_PREVENTION,Registration_Timing,ALL,CATEGORY_COUNT,RETROSPECTIVE,80,184,0,43.478261,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00136,TRIAL_CHARACTERISTICS,PI_PREVENTION,Overall_Status,ALL,CATEGORY_COUNT,ACTIVE_NOT_RECRUITING,7,184,26,3.804348,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00137,TRIAL_CHARACTERISTICS,PI_PREVENTION,Overall_Status,ALL,CATEGORY_COUNT,COMPLETED,106,184,26,57.608696,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00138,TRIAL_CHARACTERISTICS,PI_PREVENTION,Overall_Status,ALL,CATEGORY_COUNT,ENROLLING_BY_INVITATION,1,184,26,0.543478,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00139,TRIAL_CHARACTERISTICS,PI_PREVENTION,Overall_Status,ALL,CATEGORY_COUNT,NOT_YET_RECRUITING,14,184,26,7.608696,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00140,TRIAL_CHARACTERISTICS,PI_PREVENTION,Overall_Status,ALL,CATEGORY_COUNT,RECRUITING,17,184,26,9.23913,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00141,TRIAL_CHARACTERISTICS,PI_PREVENTION,Overall_Status,ALL,CATEGORY_COUNT,TERMINATED,9,184,26,4.891304,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00142,TRIAL_CHARACTERISTICS,PI_PREVENTION,Overall_Status,ALL,CATEGORY_COUNT,UNKNOWN,26,184,26,14.130435,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00143,TRIAL_CHARACTERISTICS,PI_PREVENTION,Overall_Status,ALL,CATEGORY_COUNT,WITHDRAWN,4,184,26,2.173913,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00144,TRIAL_CHARACTERISTICS,PI_PREVENTION,Period,ALL,CATEGORY_COUNT,2008-2016,49,184,0,26.630435,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00145,TRIAL_CHARACTERISTICS,PI_PREVENTION,Period,ALL,CATEGORY_COUNT,2017-2018,18,184,0,9.782609,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00146,TRIAL_CHARACTERISTICS,PI_PREVENTION,Period,ALL,CATEGORY_COUNT,2019-2025,117,184,0,63.586957,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00147,TRIAL_CHARACTERISTICS,PI_PREVENTION,Adult_Relevant_Registry,ALL,CATEGORY_COUNT,YES,184,184,0,100.0,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00148,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Study_Type,ALL,CATEGORY_COUNT,INTERVENTIONAL,359,359,0,100.0,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00149,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Randomized,ALL,CATEGORY_COUNT,NO,24,359,0,6.685237,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00150,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Randomized,ALL,CATEGORY_COUNT,YES,335,359,0,93.314763,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00151,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Industry_Role,ALL,CATEGORY_COUNT,INDUSTRY_COLLABORATOR,21,359,0,5.849582,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00152,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Industry_Role,ALL,CATEGORY_COUNT,INDUSTRY_LEAD,116,359,0,32.311978,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00153,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Industry_Role,ALL,CATEGORY_COUNT,NO_RECORDED_INDUSTRY_ROLE,222,359,0,61.83844,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00154,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Device_Study,ALL,CATEGORY_COUNT,NO,205,359,0,57.103064,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00155,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Device_Study,ALL,CATEGORY_COUNT,YES,154,359,0,42.896936,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00156,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Country_Scope,ALL,CATEGORY_COUNT,MULTICOUNTRY,36,359,30,10.027855,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00157,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Country_Scope,ALL,CATEGORY_COUNT,SINGLE_COUNTRY,293,359,30,81.615599,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00158,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Country_Scope,ALL,CATEGORY_COUNT,UNKNOWN,30,359,30,8.356546,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00159,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,US_Center,ALL,CATEGORY_COUNT,NO,200,359,30,55.710306,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00160,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,US_Center,ALL,CATEGORY_COUNT,UNKNOWN,30,359,30,8.356546,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00161,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,US_Center,ALL,CATEGORY_COUNT,YES,129,359,30,35.933148,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00162,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Registration_Timing,ALL,CATEGORY_COUNT,PROSPECTIVE_OR_SAME_DAY,207,359,0,57.660167,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00163,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Registration_Timing,ALL,CATEGORY_COUNT,RETROSPECTIVE,152,359,0,42.339833,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00164,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Overall_Status,ALL,CATEGORY_COUNT,ACTIVE_NOT_RECRUITING,10,359,63,2.785515,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00165,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Overall_Status,ALL,CATEGORY_COUNT,COMPLETED,184,359,63,51.253482,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00166,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Overall_Status,ALL,CATEGORY_COUNT,NOT_YET_RECRUITING,19,359,63,5.292479,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00167,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Overall_Status,ALL,CATEGORY_COUNT,RECRUITING,32,359,63,8.913649,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00168,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Overall_Status,ALL,CATEGORY_COUNT,SUSPENDED,2,359,63,0.557103,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00169,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Overall_Status,ALL,CATEGORY_COUNT,TERMINATED,39,359,63,10.86351,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00170,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Overall_Status,ALL,CATEGORY_COUNT,UNKNOWN,63,359,63,17.548747,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00171,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Overall_Status,ALL,CATEGORY_COUNT,WITHDRAWN,10,359,63,2.785515,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00172,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Period,ALL,CATEGORY_COUNT,2008-2016,144,359,0,40.111421,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00173,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Period,ALL,CATEGORY_COUNT,2017-2018,37,359,0,10.306407,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00174,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Period,ALL,CATEGORY_COUNT,2019-2025,178,359,0,49.582173,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00175,TRIAL_CHARACTERISTICS,COS_ADULT_COMPARATIVE,Adult_Relevant_Registry,ALL,CATEGORY_COUNT,YES,359,359,0,100.0,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00176,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Study_Type,ALL,CATEGORY_COUNT,INTERVENTIONAL,335,335,0,100.0,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00177,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Randomized,ALL,CATEGORY_COUNT,YES,335,335,0,100.0,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00178,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Industry_Role,ALL,CATEGORY_COUNT,INDUSTRY_COLLABORATOR,21,335,0,6.268657,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00179,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Industry_Role,ALL,CATEGORY_COUNT,INDUSTRY_LEAD,113,335,0,33.731343,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00180,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Industry_Role,ALL,CATEGORY_COUNT,NO_RECORDED_INDUSTRY_ROLE,201,335,0,60.0,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00181,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Device_Study,ALL,CATEGORY_COUNT,NO,188,335,0,56.119403,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00182,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Device_Study,ALL,CATEGORY_COUNT,YES,147,335,0,43.880597,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00183,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Country_Scope,ALL,CATEGORY_COUNT,MULTICOUNTRY,34,335,27,10.149254,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00184,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Country_Scope,ALL,CATEGORY_COUNT,SINGLE_COUNTRY,274,335,27,81.791045,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00185,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Country_Scope,ALL,CATEGORY_COUNT,UNKNOWN,27,335,27,8.059701,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00186,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,US_Center,ALL,CATEGORY_COUNT,NO,188,335,27,56.119403,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00187,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,US_Center,ALL,CATEGORY_COUNT,UNKNOWN,27,335,27,8.059701,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00188,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,US_Center,ALL,CATEGORY_COUNT,YES,120,335,27,35.820896,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00189,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Registration_Timing,ALL,CATEGORY_COUNT,PROSPECTIVE_OR_SAME_DAY,191,335,0,57.014925,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00190,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Registration_Timing,ALL,CATEGORY_COUNT,RETROSPECTIVE,144,335,0,42.985075,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00191,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Overall_Status,ALL,CATEGORY_COUNT,ACTIVE_NOT_RECRUITING,10,335,58,2.985075,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00192,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Overall_Status,ALL,CATEGORY_COUNT,COMPLETED,168,335,58,50.149254,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00193,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Overall_Status,ALL,CATEGORY_COUNT,NOT_YET_RECRUITING,18,335,58,5.373134,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00194,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Overall_Status,ALL,CATEGORY_COUNT,RECRUITING,30,335,58,8.955224,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00195,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Overall_Status,ALL,CATEGORY_COUNT,SUSPENDED,2,335,58,0.597015,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00196,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Overall_Status,ALL,CATEGORY_COUNT,TERMINATED,39,335,58,11.641791,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00197,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Overall_Status,ALL,CATEGORY_COUNT,UNKNOWN,58,335,58,17.313433,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00198,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Overall_Status,ALL,CATEGORY_COUNT,WITHDRAWN,10,335,58,2.985075,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00199,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Period,ALL,CATEGORY_COUNT,2008-2016,136,335,0,40.597015,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00200,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Period,ALL,CATEGORY_COUNT,2017-2018,35,335,0,10.447761,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00201,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Period,ALL,CATEGORY_COUNT,2019-2025,164,335,0,48.955224,,,,T11_TRIAL_CHARACTERISTICS.csv,
CHR00202,TRIAL_CHARACTERISTICS,COS_ADULT_RANDOMIZED,Adult_Relevant_Registry,ALL,CATEGORY_COUNT,YES,335,335,0,100.0,,,,T11_TRIAL_CHARACTERISTICS.csv,
REL001_Raw_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Age_Field_Conflict,RAW_AGREEMENT,,,1206,,,1.0,proportion,TRUE,T14_RELIABILITY_SUMMARY.csv,AGE
REL001_Positive_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Age_Field_Conflict,POSITIVE_AGREEMENT,,,1206,,,1.0,proportion,TRUE,T14_RELIABILITY_SUMMARY.csv,AGE
REL001_Negative_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Age_Field_Conflict,NEGATIVE_AGREEMENT,,,1206,,,1.0,proportion,TRUE,T14_RELIABILITY_SUMMARY.csv,AGE
REL001_Cohen_Kappa,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Age_Field_Conflict,COHEN_KAPPA,,,1206,,,1.0,proportion,TRUE,T14_RELIABILITY_SUMMARY.csv,AGE
REL001_Gwet_AC1,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Age_Field_Conflict,GWET_AC1,,,1206,,,1.0,proportion,TRUE,T14_RELIABILITY_SUMMARY.csv,AGE
REL001_Gwet_AC2,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Age_Field_Conflict,GWET_AC2,,,1206,,,1.0,proportion,TRUE,T14_RELIABILITY_SUMMARY.csv,AGE
REL002_Raw_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Structured_Upper_Age_Status,RAW_AGREEMENT,,,1206,,,1.0,proportion,FINITE_UPPER_LIMIT,T14_RELIABILITY_SUMMARY.csv,AGE
REL002_Positive_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Structured_Upper_Age_Status,POSITIVE_AGREEMENT,,,1206,,,1.0,proportion,FINITE_UPPER_LIMIT,T14_RELIABILITY_SUMMARY.csv,AGE
REL002_Negative_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Structured_Upper_Age_Status,NEGATIVE_AGREEMENT,,,1206,,,1.0,proportion,FINITE_UPPER_LIMIT,T14_RELIABILITY_SUMMARY.csv,AGE
REL002_Cohen_Kappa,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Structured_Upper_Age_Status,COHEN_KAPPA,,,1206,,,1.0,proportion,FINITE_UPPER_LIMIT,T14_RELIABILITY_SUMMARY.csv,AGE
REL002_Gwet_AC1,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Structured_Upper_Age_Status,GWET_AC1,,,1206,,,1.0,proportion,FINITE_UPPER_LIMIT,T14_RELIABILITY_SUMMARY.csv,AGE
REL002_Gwet_AC2,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Structured_Upper_Age_Status,GWET_AC2,,,1206,,,1.0,proportion,FINITE_UPPER_LIMIT,T14_RELIABILITY_SUMMARY.csv,AGE
REL003_Raw_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_65_Structured,RAW_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL003_Positive_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_65_Structured,POSITIVE_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL003_Negative_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_65_Structured,NEGATIVE_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL003_Cohen_Kappa,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_65_Structured,COHEN_KAPPA,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL003_Gwet_AC1,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_65_Structured,GWET_AC1,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL003_Gwet_AC2,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_65_Structured,GWET_AC2,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL004_Raw_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_75_Structured,RAW_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL004_Positive_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_75_Structured,POSITIVE_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL004_Negative_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_75_Structured,NEGATIVE_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL004_Cohen_Kappa,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_75_Structured,COHEN_KAPPA,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL004_Gwet_AC1,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_75_Structured,GWET_AC1,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL004_Gwet_AC2,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_75_Structured,GWET_AC2,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL005_Raw_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_80_Structured,RAW_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL005_Positive_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_80_Structured,POSITIVE_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL005_Negative_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_80_Structured,NEGATIVE_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL005_Cohen_Kappa,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_80_Structured,COHEN_KAPPA,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL005_Gwet_AC1,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_80_Structured,GWET_AC1,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL005_Gwet_AC2,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_80_Structured,GWET_AC2,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL006_Raw_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_85_Structured,RAW_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL006_Positive_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_85_Structured,POSITIVE_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL006_Negative_Agreement,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_85_Structured,NEGATIVE_AGREEMENT,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL006_Cohen_Kappa,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_85_Structured,COHEN_KAPPA,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL006_Gwet_AC1,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_85_Structured,GWET_AC1,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
REL006_Gwet_AC2,RELIABILITY,PAIRED_CODER_RECORDS,FIELD_OR_DOMAIN,Eligible_85_Structured,GWET_AC2,,,1206,,,1.0,proportion,YES,T14_RELIABILITY_SUMMARY.csv,AGE
